cleaned_text,text_length,hashtag_count,mention_count,uppercase_ratio,controversial_keyword_count,engagement_score,is_verified,troll_label
last month i read tim bouverie s superb appeasement which demonstrates how broad and deeply ingrained was the british desire to appease hitler my dedicated colleagues are all busy now trying to get the world to realize what hamas and palestinians mean when they chant from,277,0,0,0.039711191335740074,0,1179.0,0,0
seems that multiple failures led to the attack on israel you d think the us israel s main backer could ve exerted more influence on netanyahu govt re relations with trapped gazans living in hopeless poverty hamas with 100 hostages is a major worry broken_heart,274,1,0,0.032846715328467155,0,37.0,0,0
i think it s very possible that russia iran thought new right skepticism about the ukraine boondoggle would extend to skepticism about support for israel it won t apples and oranges,184,0,0,0.04891304347826087,0,157.0,0,0
family_man_woman_girl_boy my twitter family woman_and_man_holding_hands parents person_with_veil spouse baby children right_arrow,180,0,5,0.1111111111111111,0,5.0,0,0
time thorpe got out of politics who agrees,95,0,0,0.11578947368421053,0,51.0,0,0
a whole intifida in a day oslo accords gave plo territory and led to 2nd intifada where 1 000 israelis were killed in 4 years that brought the disengagement which brought us current massacre with close to 1000 massacred in a day israel cannot survive much more peace,274,0,0,0.043795620437956206,1,359.0,0,1
us senator cardin proposes israel aid bill i intend to advance legislation at the earliest opportunity that will focus on giving israel what it needs to defend itself this includes replenishment of the iron dome missile defense system i also urge consideration of additional,282,0,0,0.03900709219858156,0,1.0,0,0
bring itay home american parents plead for biden s help rescuing son held hostage by hamas,116,0,0,0.08620689655172414,0,1.0,0,0
men train your family to shoot and do basic tactical maneuvers as their age allows we are in a broken sinful world full of evil men who won t hesitate to bring violence to your doorstep i m sure none of the dad s in israel woke up this morning expecting what happened,278,0,0,0.014388489208633094,1,4.0,0,1
the difference is that israel is occupying palestinian territories since 1947 and that the israeli civilians who settle in those territories are complicit to the nakba and have blood on their hands,199,0,0,0.02512562814070352,0,207.0,0,0
hamas condemns u s for deploying aircraft carrier israel captures a hamas naval commander u s defense chief speaks with his israeli counterpart hamas turned an israeli music festival into a massacre wsj,212,0,0,0.14622641509433962,0,0.0,0,0
its funny how our ideas suck until things don t go your way,63,0,0,0.015873015873015872,0,0.0,0,0
let s explore the reality of what s happened between israel amp palestine of note israel has never been the aggressor never in the wars or attacks israel has offered peace in exchange for land with palestine 5 times in fact in the very beginning palestine was offered,292,0,1,0.0547945205479452,0,1131.0,0,0
roger froikin wrote israel needs to destroy hamas and free hostages how will be difficult one way start destroying every building higher than one floor slowly destroying gaza city 1,205,0,1,0.6634146341463415,3,1.0,0,1
refugees went to palestine in the 40 s and once the british mandate ended in 1948 israel declared independence and started expanding territory palestine and it became an apartheid state trying to maintain control through violence since,249,0,1,0.012048192771084338,1,517.0,0,1
how surprised are you that liberals wokists socialist marxists and left wing media amp governments around the world support palestinian hamas globe_showing_Americas globe_showing_Europe Africa globe_showing_Asia Australia,153,0,0,0.058823529411764705,0,78.0,0,0
it doesn t matter whether palestinians resist violently or peacefully they face the same destiny subjugation violence and torture by israel,143,0,0,0.02097902097902098,0,1505.0,0,0
hitting hamas terrorists is necessary but the war can t be won entirely in gaza the head of the snake must be crushed in tehran and everyone knows it the question is if israel is ready at long last to do what it takes to win this war,236,0,0,0.029661016949152543,1,4.0,0,1
hence why he ignored intelligence and is using this horrific war to be king of israel but yeah blame biden,108,0,0,0.037037037037037035,0,0.0,0,0
a brief sum up of the area s history it was never a palestine land to start with as is being claimed from being under control of various ruling powers over centuries that include ancient egypt persia alexander the roman empire and several caliphates in modern times it,305,0,0,0.03934426229508197,0,1087.0,0,0
we are at war this is not an operation netanyahu palestinians in gaza gathered to kick the body of a dead defaced israeli seemingly a soldier praising allah over the successful killing there s a video of a bunch of militants riding with the stripped body of a female,283,0,0,0.028268551236749116,1,426.0,0,1
police_car_light confirmation by the ambassador to the us that americans are among the hundreds being held hostage by militants in eyes follow and keep updated,200,4,0,0.115,0,100.0,0,0
what you are looking at here is the consequence of corrupt and oppressive terrorist government by hamas who seized power in a coup d etat all israeli actions and restrictions in relation to gaza are in defence of its own people against terrorist aggression,258,0,0,0.01937984496124031,2,386.0,0,1
list of major wars and conflicts between israel and arab states 1 1948 arab israeli war first arab israeli war fought immediately after the declaration of the state of israel in 1948 involving arab states including egypt jordan syria lebanon and iraq 2 suez crisis,306,0,0,0.08169934640522876,0,1319.0,0,0
i stand with the palestinian freedom fighters against the oppressive colonizers may all of palestine be finally free may apartheid be toppled palestinians are an inspiration to all those who are oppressed may this day inspire many more freedom movements,290,1,1,0.03103448275862069,1,10.0,0,1
most people don t seem to be viewing this israel palestine conflict with an open mind it s interesting to watch how polarizing this war has been across the globe,163,0,0,0.024539877300613498,0,0.0,0,0
from the pro to the pro israel rally it has been a heavy day tonight at mel lastman sqaure thousands from the community amp their allies from around the city showed up to listen sing amp light candles a lot of flags showing solidarity with,310,4,0,0.04516129032258064,0,22.0,0,0
heavy rocket fire on central southern israel 300 000 reservists mobilised in 48 hours there hasn t been a mobilisation of this scale in israel since 1973 the palestinians have no future because of hamas they sealed their fate in 2006 now there has to be a winner and a,281,0,0,0.03202846975088968,0,476.0,0,0
the zionists have started to pull out the holocaust trauma card on the media the israeli zionist is the ultimate anti semite movement it intended to move all european jews to palestine to legitimise and collaborate with anti semite european states,278,0,0,0.07194244604316546,0,7.0,0,0
biden obama and blinken will be soon welcoming palestinian hamas refugees,78,0,0,0.0641025641025641,0,2.0,0,0
will the sad situation in israel impact the politics around providing additional us aid to ukraine,99,0,0,0.050505050505050504,0,21.0,0,0
zany_face strikes again reiner has a terminal case of i hope he has his affairs in order when djt returns to wh after nov 2024 backhand_index_pointing_down blames trump for hamas attacks on israel,223,2,1,0.09865470852017937,0,0.0,0,0
police_car_light police_car_light every single play free police_car_light police_car_light cowboys 3 5 pending for 1 5u nfl ytd 20 9 2 13 40u dollar_banknote dizzy money_bag only a select few 100 free cappers do what i do i am the genie capper man_genie dizzy crystal_ball,222,2,0,0.17567567567567569,0,5.0,0,0
there is a lot of discourse happening now that is eliding the fact that it remains official israeli policy with unconditional american backing to maintain approximately 5 million palestinians under indefinite military occupation and control,243,0,0,0.0205761316872428,0,324.0,0,0
reap the whirlwind hamas launched more than 3 000 missiles killed 250 israeli civilians and took scores prisoner in a surprise attack on 7 oct now israel has warned residents of gaza to leave the city as it prepares to launch operation iron swords a major ground attack,301,0,0,0.09966777408637874,1,402.0,0,1
in 75 years since the nakba israel has repeatedly confirmed its status as an outpost of western imperialism a genocidal apartheid state dedicated to the extermination of palestinian people restoration of pre 1967 boundaries is an essential prerequisite to peace palestinians,280,0,0,0.03214285714285714,1,1878.0,0,1
hamas may have started ww3 by taking american hostages,54,0,0,0.018518518518518517,0,1.0,0,0
why it was the turd who sold our top secret docs to ruzzia which passed it on to iran which passed it to hamas or instead of selling the docs the turd gave them to putin because he owed him for rigging the 2016 election it s the only way mossad got caught with its pants down,283,0,0,0.0353356890459364,0,2.0,0,0
1 israel never should ve disengaged from amp left gaza back in 2005 2 ever since gaza has been a base of terror attacking israel every day 3 ever since hamas has purposely impoverished its own people 4 ever since hamas has embedded its terror infrastructure within,286,0,0,0.03146853146853147,0,711.0,0,0
police_car_light police_car_light codypucks west picks police_car_light police_car_light any team in the top 6 here can win it all don t ask me about the blues,246,0,9,0.08536585365853659,0,4.0,0,0
idf spokesperson israel regained full control of gaza border villages there are an estimated 200 hostages the death toll has now risen to over 800 about 260 just from scouting the rave party yet celebrations are happening all over the world both in palestinian,278,0,0,0.04316546762589928,0,285.0,0,0
storm of al aqsa has the middle east erupted on 7 october 2023 the palestinian hamas movement commenced military actions against israel israeli towns and settlements bordering the gaza strip were attacked hamas military wing declared that during the operation it had,301,0,0,0.06312292358803986,0,527.0,0,0
they should have they had a chance israel pulled out of the gaza strip left business housing water farms etc they were given the chance to move forward,184,0,1,0.02717391304347826,0,338.0,0,0
stay strong flexed_biceps israel Israel folded_hands,24,0,0,0.08333333333333333,0,0.0,0,0
hamas offer for a ceasefire has been a predictable gambit first killing almost a 1 000 people and when the consequences arrive playing games it does not come in good faith and absolutely banks on israel s logical response to reject this poisoned offer,282,3,0,0.024822695035460994,1,2833.0,0,1
u s u k france germany italy release joint statement on israel,116,0,0,0.16379310344827586,0,63.0,0,0
in the 90s israel ceded control of the west bank and the gaza strip to the newly established palestinian authority as part of the oslo peace process then in september 2000 the second intifada began and there was about 14 months of daily suicide bombings against israel 20 x,279,0,0,0.05734767025089606,0,235.0,0,0
dear journalists context is necessary when covering events unfolding in palestine palestinians in gaza have been subjected to a siege for 15 years palestinians in the west bank are under military occupation and apartheid palestinians in jerusalem are being ethnically cleansed,281,0,0,0.03914590747330961,1,7005.0,0,1
jason james,35,0,0,0.4,0,1.0,0,0
the main causes of the conflict between palestine and israel in summary let me summarise what is happening in palestine for those who don t understand the history palestinians are the original owners of the territory we call israel today the un under the guise of zionist and,284,0,0,0.23591549295774647,0,337.0,0,0
scene of terror in gaza israel imposes complete siege on gaza cuts off electricity fuel food and water ahead of ground operation videos it s got to be done and be loud about it evil must be rooted out eye for an eye tooth for a tooth life for a life deal with it,304,0,0,0.1611842105263158,1,401.0,0,1
it wasn t a war zone israel is the only nation in the region where people have freedom hamas made it a warzone hamas signed the death warrant for gaza there will be a new gaza,215,0,2,0.037209302325581395,0,367.0,0,0
israel s decades of illegal military occupation and imprisonment of gaza make peace impossible and tragic violence inevitable israel has trapped millions of palestinians in gaza in what is recognized by the international community as the world s largest open air prison failure,279,0,0,0.021505376344086023,0,2072.0,0,0
raising_hands_medium dark_skin_tone unbiased opinion overall has made x twitter better video spaces from media changes in font revenue sharing more free expression cutting down character utilization w new link docking,228,0,1,0.10526315789473684,0,7.0,0,0
the israeli defence minister described palestinians as human animals and vowed to act accordingly he announced a complete siege of the gaza strip an area of about 365 square km and home to 2 3 million palestinians,249,0,0,0.03614457831325301,0,315.0,0,0
israel,7,0,0,0.14285714285714285,0,1.0,0,0
that being said there are obviously going to be anti semites that push their agenda using palestinian pain and we very clearly do not stand with them this isnt a jewish vs muslim thing dont let the media fool you this is simply a genocide against all humans in palestine,273,0,0,0.0,1,438.0,0,1
statement by the palestinian ministry of foreign affairs and expatriates 7 oct 2023 we have repeatedly warned against the consequences of blocking the political horizon and failing to enable the palestinian people to exercise their legitimate right to self determination,297,0,1,0.04377104377104377,0,452.0,0,0
israel s navy thwarted an attack in southern zikim beach idf says israeli naval forces stopped a potential attack in the southern israeli area of the zikim beach late on saturday the israel defense forces idf said in a statement over the past hours the israeli navy,276,0,0,0.07608695652173914,0,0.0,0,0
700 israelis have reportedly been killed by hamas so far 413 palestinians were killed in retaliation the militants should be running out of ammunition shortly supply lines to gaza will be cut off never in the entire history of the world has there been a country called,283,0,0,0.024734982332155476,2,3130.0,0,1
every single week we in the west wake up to headlines of the idf killing children and other palestinians of them destroying land and occupying homes of buildings being razed and new plans for israeli settlements it s apartheid do not let the media spin this as unprovoked,281,0,0,0.028469750889679714,3,282.0,0,1
police_car_light 10 00am october 8 2023 il time update police_car_light october 8 mortar shells fired from lebanon towards israel s north since 6 30am october 7 il time there has been an incessant barrage of rockets over 3 200 and counting fired towards from the gaza strip,300,1,0,0.056666666666666664,0,681.0,0,0
transcripts aj allmendinger matt swiderski matt kaulig chris rice charlotte motor speedway aj allmendinger matt swiderski matt kaulig chris rice the moderator we ve now been joined by our bank of america roval 400 race winning,271,0,0,0.15129151291512916,0,1.0,0,0
israeli ambassador to the u s discusses reaction to hamas attack this is unimaginable this is as someone said is our 911 this is war amp we have to consider it as a war,249,1,2,0.07630522088353414,0,33.0,0,0
i really don t see how solidarity with the palestinians includes a positive opinion of hamas actions that bring death and destruction down upon palestinians doesn t look like wanting better lives for palestinians just looks like celebrating violence against israelis,272,0,0,0.029411764705882353,0,414.0,0,0
don t fucking support israel open your fucking eyes and mind for a second,77,0,0,0.03896103896103896,0,1.0,0,0
that s how apartheid state of israel has been doing ethnic cleansing of palestinians amp for record these settlements have been declared illegal by both un amp icj but they are still expanding those by forcing palestinians to leave their own homes amp land,304,1,0,0.049342105263157895,1,384.0,0,1
have secured a flight out of tlv on tuesday back to the us but i cannot stop thinking about the events that occurred yesterday and that will continue for who knows how long i know people that were savagely murdered at the rave in southern israel some managed to survive by,279,0,0,0.03942652329749104,1,1198.0,0,1
1 gaza is under total lockdown besieged with no water fuel electricity or food allowed in its people called human animals netanyahu amp his racist fascist partners are turning gaza into rubble with indiscriminate bombing amp shelling killing 576 incl 91 children amp 61 women,292,0,0,0.010273972602739725,1,5137.0,0,1
when people refer to 75 years of occupation they re referring to israel occupying israel i e israel s right to exist they re not referring to the occupation of gaza which ended in 2005 a peaceful palestinian state would be amazing for israel which is why hamas rejects it,308,0,0,0.05519480519480519,0,242.0,0,0
this is becoming one of my comfort movies,41,0,0,0.024390243902439025,0,1.0,0,0
what happened to the 5 eyes intelligence they were busy investigating the nijjar instead of protecting israel,111,0,0,0.02702702702702703,0,0.0,0,0
Palestinian_Territories Israel isra3l vs h4mas july 2023 isra3l launched a military operation in jenin west bank october 2023 ham4s launched its own military operation in isra3l read full story here backhand_index_pointing_down_dark_skin_tone backhand_index_pointing_down_dark_skin_tone backhand_index_pointing_down_dark_skin_tone,219,0,0,0.1141552511415525,0,1424.0,0,0
this is a significant misrepresentation firstly no israeli was killed because they were jewish but rather because they were settlers and occupiers framing the accusation as being about jewishness is a lie secondly what happened occurred in the gaza strip classified under,301,0,1,0.03986710963455149,1,6543.0,0,1
it s impossible for any palestinian struggle for liberation to have zero civilian casualties because the entirety of occupied palestine is designed to ensure settlers pull double duty as both reservists and cannon fodder with housing built around military installations,271,0,0,0.01107011070110701,0,246.0,0,0
how about supporting the people of israel palestine amp other war torn regions and not oppressive authoritarian governments the same with supporting the people of ukraine and russia,185,0,0,0.032432432432432434,0,5.0,0,0
double_exclamation_mark Palestinian_Territories Israel the hamas operation in israel was planned for more than a year almost 2 000 fighters took part in it and there are 40 000 of them in gaza black_small_square a member of the hamas leadership abroad ali baraka also denied that the operation was prepared by iran and that it was aimed at,302,0,0,0.039735099337748346,0,303.0,0,0
if arabs would just not fight back under an occupation then the jews could peacefully have israel a land that they literally stole from a people already living there that s your logic,202,0,1,0.039603960396039604,1,2.0,0,1
reality check recent events would have panicked israel saudi iran peace saudi iran egypt uae all joining brics us nato humiliated in ukraine us power plummeting chinese no friend of israel soaring in need of a pearl harbor moment then this,289,0,0,0.11764705882352941,0,7.0,0,0
where was the call for peace when 6 407 palestinian were murdered more than 100 000 kicked out from their homes 543 schools flattened by bombs 250 000 people tortured by witholding water electricity supply we all want peace we all condemn the killing of the,283,0,0,0.0176678445229682,2,12122.0,0,1
the israelis withdrew from gaza in 2005 every farmer every soldier every synagogue every grave gaza could have peacefully coexisted with israel after that more progress would have followed instead hamas took power from fatah in a bloody civil war and then aligned with,283,0,0,0.0353356890459364,0,4966.0,0,0
i m tired of people saying they won t pick sides how about standing by your allies how about just recognizing the evil that has been done and that there must be a reaction and i m really sick and tired of people justifying hamas by saying israel has committed atrocities,276,0,0,0.025362318840579712,1,3.0,0,1
apple music top vídeos brasil 4 3d 7 love me again 7 slow dancing 7 seven 4 like crazy 12 rainy days 25 blue 27 for us 8 set me free pt 2 performing_arts 07 10 2023 20 49,280,9,0,0.09285714285714286,0,9.0,0,0
huge israel s cabinet invokes article 40 aleph amp officially declares war for the first time since the yom kippur war of 1973 fire fire pm netanyahu has reached idf war room high_voltage idf spokesman richard hecht says gaza will cease to exist after 12 hours amp promises merciless war on,304,0,0,0.09539473684210527,0,2499.0,0,0
i stand by what i ve long said attacks on civilians are never justified hamas terrorist attacks which have killed 200 israeli civilians are condemnable inexcusable and horrific my deepest condolences to the loved ones of those lost furthermore hamas is not palestine,279,0,0,0.03225806451612903,2,5282.0,0,1
thank you to my colleagues we will also be lowering our flags to half mast to support the victims of terrorism israel is a country focussed on improving our world health care tech agriculture while it s enemies want to destroy first israel then the west,278,0,1,0.025179856115107913,1,41.0,0,1
the is the document called balfour declaration it was then british govt s vague attempt to gift one people s land to another notice the text establishment in palestine of a national home for the jews the bulk of the migration of jews into palestine started after 1940,300,0,0,0.08,0,2557.0,0,0
the israel hamas war is drowning x in disinformation people who have turned to x for breaking news about the israel hamas conflict are being hit with old videos fake photos and video game footage at a level researchers have never seen,262,0,0,0.061068702290076333,0,2.0,0,0
nah you can go straight to hell wtf is wrong with you loudly_crying_face,55,0,0,0.0,0,0.0,0,0
mitchell robinson working on his free throws,72,0,0,0.041666666666666664,0,4.0,0,0
developing news royal caribbean cancels two israel ports due to tensions,161,5,0,0.15527950310559005,0,10.0,0,0
hamas the democratically elected palestinian government has as it s explicitly stated goal the wiping out of the jewish people pic 1 zuheir mohsen a former plo leader said there is no palestinian people and palestine was only created as a means to fight israel pic 2,304,0,0,0.05592105263157895,0,359.0,0,0
i just wanted to watch the game wit my dawgs smh,50,0,0,0.02,0,0.0,0,0
unconditional support from western and arab governments has emboldened israel to escalate its violent campaigns to drive palestinians from their homes in east jerusalem and the west bank making permanent a regime of jewish supremacy across palestine thread 5 7,256,0,0,0.04296875,0,1377.0,0,0
call it by its 𝒑𝒓𝒐𝒑𝒆𝒓 𝒏𝒂𝒎𝒆 israeli military right_arrow occupational forces democracy right_arrow apartheid state gaza strip right_arrow open air prison insurgents militants right_arrow resistance against occupying forces disputed territory right_arrow occupied land israel gaza war right_arrow occupation,281,0,0,0.08540925266903915,1,309.0,0,1
i m happy to hear this is kill the hamas,42,0,0,0.047619047619047616,1,2.0,0,1
announcement em survey successfully identifies targets for near term drilling at melrose in the west cxu,155,3,0,0.05806451612903226,0,20.0,0,0
this is fake news ksa called for ceasefire while mentioning that they re monitoring the situation closely they also reiterated that they wanted to remind everyone of their warning that the situation may escalate as a result of the occupation and the deprivation of the,313,0,1,0.04153354632587859,0,586.0,0,0
at the beginning of feb 1947 the british cabinet decided to end the mandate over palestine and abandon it after nearly 30 years of occupation just as they had done in ireland and india they left a partitionist construct behind that descended into chaos,281,0,0,0.03202846975088968,0,534.0,0,0
time to go old testament on hamas lean into this israel,58,0,0,0.10344827586206896,0,2.0,0,0
squeezed in a narrow strip of land known as the world s largest open air prison gazans have been under a vicious blockade for nearly two decades subjected to israel s repeated air strikes and raids military operations and collective punishment,271,0,0,0.02214022140221402,0,1039.0,0,0
once you understand that co existence was never in the zionist colonial plan once you understand that for israel the only options have been for palestinians to all leave or die you will understand that this fight is the only reasonable response,246,0,0,0.016260162601626018,0,589.0,0,0
we have already intervened by giving iran 6b dollars of america taxpayer money by warned by hezbollah against intervening in israel hamas war 9 news via,215,0,1,0.07441860465116279,0,0.0,0,0
current pro palestinian protest in what has been nicknamed in mississauga read my column on the current situation at,177,1,0,0.0903954802259887,0,449.0,0,0
hamas parading around the bodies of injured and dead women is absolutely detestable anyone endorsing their actions to free palestine is a monster,152,0,0,0.019736842105263157,0,504.0,0,0
why can t these people move to west bank and palestine ask for more land from israel to feed them if without hamas israel can talk with palestinian government about the refugees and land,200,0,1,0.05,0,18.0,0,0
our objective is that at the end of this war hamas will no longer have any military capability to threaten israeli civilians with to make sure that hamas is not able to govern the gaza strip,219,0,0,0.045662100456621,0,646.0,0,0
israel says this war will be completely different from previous conflicts with gaza israel has just declared war double_exclamation_mark double_exclamation_mark double_exclamation_mark first time article 40 used against hamas this war won t end until the complete destruction of the hamas regime israel sources and officials double_exclamation_mark double_exclamation_mark double_exclamation_mark,299,0,0,0.0802675585284281,0,353.0,0,0
huge fire no more operation state of war s military political cabinet has invoked article 40 aleph marking an official declaration of war 1st time since the 1973 yom kippur war within the next 12 hours israel defense forces will launch full fledged military,280,1,0,0.16428571428571428,0,15087.0,0,1
uk created the apartheid regime aka israel what worse can it do,91,0,2,0.06593406593406594,1,3.0,0,1
with over 600 israeli amp nearly 400 palestinian casualties so far the pain felt by those of us in the region and connected to it can t be overstated the lives cut short in the past 48 hours are a tragedy evidence of the need for an immediate ceasefire,282,0,0,0.03900709219858156,0,1503.0,0,0
dead children are lying everywhere israel is carpet bombing and not targeting hamas fighters but bombing children videos of limbless children on the streets are everywhere,181,0,0,0.06629834254143646,0,15.0,0,0
hamas harden your heart,47,0,0,0.10638297872340426,0,130.0,0,0
huge crowed in labanon came out in support of palestine Palestinian_Territories,170,6,0,0.12352941176470589,0,2.0,0,0
stop comparing palestine to xinjiang hamas to etim palestinians to uyghurs and israel to china it is stupid israel has no obligation to do what china is doing for their citizens in xinjiang but israel is obligated to respect palestine as a sovereign which is deprived of,280,0,0,0.06428571428571428,0,403.0,0,0
what is happening in gaza is not good hammas grievances are genuine but they have no support from neighbours amp arabs israel is to be recognised as a player in the future of middle east amp two state solution is to be adopted this war is to end human life is sacred uno to act,288,0,0,0.041666666666666664,0,276.0,0,0
breaking warning massive amounts of aircrafts deployed massive explosion lights up night sky carrier strike group 12 led by the uss gerald r ford cvn 78 is passing the island of sardinia and heading southeast towards the eastern mediterranean and israel the u s air force will,308,0,0,0.33766233766233766,0,15.0,0,0
israel and western media since 2005 there is no israeli presence in gaza so it is no longer under israeli occupation western media now how could hamas break out of gaza when israel has a built a highly militarised fence all around it when israel completely controls gaza s,283,0,0,0.045936395759717315,0,2702.0,0,0
heavy gunbattles between armed palestinian groups and the israeli military continue to rage on over 20 fronts on the second day of the unprecedentedly large al aqsa floods offensive out of gaza deep into israeli occupied territory over 400 israelis were killed and 2 000,297,0,0,0.03367003367003367,1,267.0,0,1
the events in palestine did not start 48 hours ago they started 75 years ago but the difference now is that israel realised that their 75 year colonial plan just went down the drain toilet,186,0,0,0.026881720430107527,0,680.0,0,0
yes me too palestinians voted for hamas because israel was still keeping them under occupation and committing drip drip genocide hoping restbof world wouldn t notice zelensky is jewish and i hope this is a knee jerk comment would like his take on occupation of gaza,290,0,2,0.03103448275862069,1,0.0,0,0
coverage of what s happening in israel and palestine must include the context of israel s decades long military occupation racist apartheid system and its brutal siege on millions of palestinians in gaza it s the root cause of the violence,246,0,0,0.028455284552845527,1,309.0,0,1
right and left ukraine needs more money right and left israel needs money,80,0,0,0.075,0,2.0,0,0
friends please repost this tweet as many times as you can as it may help a mum find her beloved daughter abducted by terrorists,156,2,0,0.038461538461538464,1,2.0,0,0
i literally cannot communities region i guess jews and israel are unutterable embarrassing,102,0,0,0.058823529411764705,0,3.0,0,0
in the west bank violent settlers try to drive out the palestinian population under the watchful eye of idf troops this is an apartheid system and there can be no peace in palestine until it is dismantled,233,0,0,0.055793991416309016,1,494.0,0,1
we thank our friends at for their statement in support of israel as israel responds to this horrendous terror attack we need leaders and allies from around the world to firmly condemn hamas and its brutality,230,0,1,0.030434782608695653,0,86.0,0,0
big breaking news israeli army declares the gaza strip a closed military zone amp stops supply of electricity fuel amp goods to gaza through all means fire fire israel has taken control of police station in the southern city of sderot killing all palestinians there airstrikes,305,0,0,0.08852459016393442,1,12944.0,0,1
i am more concerned about the state of the world today russia gt ukraine iran hamas gt israel china gt everyone populism gt liberal democracy than at the height of the cold war when the day after came out on live tv in nov 1983 and i was scared then,262,0,0,0.061068702290076333,0,2.0,0,0
for a minute i thought he was talking about liberal jews who say the extreme right wing government doesn t represent them suddenly faced with the reality of how wretched life in gaza truly is that people who can t choose how they live decide to choose how they will die,298,0,0,0.030201342281879196,0,0.0,0,0
i bet there should be a dozen plus zimbabweans in gaza,55,0,0,0.05454545454545454,0,4.0,0,0
pray for us american woman hides for hours in home near gaza as hamas terrorists attack,138,0,0,0.17391304347826086,1,0.0,0,1
when i say that the palestinian ethos at its core negates jewish self determination in any part of the land between the river and the sea many challenge me arguing that i exaggerate and that there is a wide range of view among palestinians my response is always that by making,278,0,0,0.03237410071942446,0,3698.0,0,0
i did my research on the israel palestine conflict you have to go all the way back to ww1 look into the balfour declaration also look into the sykes picot agreement britain and france have blood on their hands cos they instigated all of this by supporting zionist jews,309,0,0,0.05177993527508091,0,2289.0,0,0
its coz israel is pro capitalism,34,0,0,0.058823529411764705,0,0.0,0,0
military transport aircraft c 17a globemaster iii and c 130 hercules vvs usa arrive in tel aviv with american weapons for israel,162,1,0,0.15432098765432098,0,111.0,0,0
once upon a time there was a land called jude s populated by jewish people we d recognise as ancient israelites they were conquered by the romans though a coulee of generations before jesus later following the breakup of the roman empire judea was absorbed into multiple,290,0,1,0.04482758620689655,0,343.0,0,0
one cannot argue both sides of an issue only palestinians are under to military rule the only people who have their homes taken for illegal israeli settlements are palestinians only palestinians are experiencing forced evictions apartheid laws only affect the,286,0,1,0.03146853146853147,1,534.0,0,1
israeli government are now describing palestinians as human animals and have cut off the supply of electricity gas food and water to gaza as they rain down bombs on civilians gaza is now no longer a jewish run concentration camp gaza is a jewish run death camp,293,0,0,0.03754266211604096,0,1676.0,0,0
why from day one the nation of israel has needed western help to survive the only hope for lasting peace is a two state treaty media should focus on that and what did netanyahu know abt hamas attack amp when,242,3,0,0.05785123966942149,0,0.0,0,0
also worth noting that palestinian civilians killed directly by the idf are just the tip of the iceberg for example unicef found that water contamination has been the leading cause of child mortality in gaza ever since the blockade started slow motion genocide isnt hyperbole,279,0,0,0.03225806451612903,2,6418.0,0,1
israel has cut off electricity to gaza israeli american f 35 jets are bombing gaza saudi arabia iran and qatar have voiced support for hamas us plans for imec corridor or saudi israel peace now don t look promising,260,0,0,0.09230769230769231,0,712.0,0,0
israel will require direct intervention from the us if iran and iraq both attack they will not survive otherwise this invasion couldn t come at a worst time due to the complicated political situation in the us,215,0,0,0.04186046511627907,0,0.0,0,0
update 250 israelis killed and 1452 injured israel army to use all force to destroy hamas everyone in gaza to leave now challenging days are ahead it will take time but we will win netanyahu bibi knows they have nowhere to run this is his way to say there,287,0,0,0.05574912891986063,2,1171.0,0,1
u2 and bono change lyrics in tribute to victims of israel massacre via,109,0,1,0.11009174311926606,0,0.0,0,0
194 countries have to admit that have no country isreal are illegal state we will never ever accept isreal as state,231,7,0,0.03896103896103896,0,9.0,0,0
surprised that didn t mention in today s column palestinian authority pres mahmoud abbas s comments on the holocaust that hitler hated jews b c they were money lenders friedman writes of more moderate west bank palestinian authority,276,0,1,0.06521739130434782,0,1.0,0,0
many states and even the united states federal government attempted to pass and some actually did pass laws making it a crime to support bds a completely peaceful approach to opposing israel there is no way to oppose israel that the us or israel will accept as legitimate,278,0,0,0.050359712230215826,0,0.0,0,0
this is widely known in political science but apparently not elsewhere the cornerstone of the hamas and pa charters is the killing of jews and destruction of the state of israel the violence is not incidental they are the ones refusing peace,250,0,0,0.044,1,1189.0,0,1
call for an end to antisemitism in australia enough is enough oncoming_fist_medium_skin_tone day of victory police investigating after hundreds celebrate israel attack,169,0,0,0.25443786982248523,0,1.0,0,0
police_car_light 11pm il time update police_car_light since 6 30am il time there has been an incessant barrage of rockets over 3 000 and counting fired towards from the strip direct hits in central and southern israel terrorists infiltrated into southern,297,3,0,0.06060606060606061,1,318.0,0,1
two million palestinians lived in gaza for 15 years trapped in a living prizon and now that they finally broke out the prime minister is going to punish them by murdering everyone so i ask you all to send strength to those in gaza if you re religious please pray for them,275,0,0,0.0036363636363636364,1,215.0,0,1
you should see those videos from israel to see how they execute the humanitarian purposes,92,0,0,0.021739130434782608,0,2.0,0,0
lies idf told gaza civilians to leave ahead of strikes hamas is keeping them there as human shields and issued no such warning when their terrorists slaughtered hundreds of young people families babies and took hostages including elderly women and children back into gaza,278,0,0,0.025179856115107913,1,12038.0,0,1
very interesting conversation criticizing one side new york times editorial,103,0,0,0.07766990291262135,0,0.0,0,0
they have direct control over the entirety of the west bank and indirect control over gaza blatantly illegal settlements are allowed to expand with no consequence any palestinian military actions are regarded as terrorism internationally all of theirs are seen as defensive,277,0,0,0.02888086642599278,0,657.0,0,0
world s most most most brave nation ever we stand with you pray for palestine Palestinian_Territories,126,1,0,0.09523809523809523,0,161.0,0,0
